F_niche,R2_niche,P_niche,F_season,R2_season,P_nseason,F_interaction,R2_interaction,P_interaction
11.985993806929082,0.4347506120366935,0.001,1.0353621416093177,0.018777096500919955,0.343,5.066139804706427,0.18375675945087747,0.001
7.357824102946989,0.32908314048986825,0.001,3.0556363938657474,0.06833259443411575,0.035,3.4729145438230415,0.15532820691873758,0.009
10.758634773000557,0.39063084744173654,0.001,3.9465919979931785,0.07164759326860606,0.011,4.3097619628686825,0.15648137550430335,0.004
10.154529135905355,0.34012713648552506,0.001,1.9610293667414609,0.03284245355677575,0.095,8.720054603126636,0.2920792448831207,0.001
8.54598167026215,0.36211361912854395,0.001,2.2825133284347814,0.04835776590445833,0.066,3.4130385367100953,0.14461858033863192,0.006
10.906427049562444,0.45121033399172417,0.001,1.511651063532328,0.03126929553353272,0.184,2.5092395763897533,0.1038098748731369,0.043
16.440686082218665,0.48604478490406655,0.001,3.4309201035076993,0.050715061871292606,0.031,5.669309035685683,0.1676048114430435,0.006
9.048044513968446,0.37886506046520185,0.001,3.1303490018129727,0.06553791054067709,0.023,3.2687523204034106,0.13687112652944292,0.004
7.721797204107212,0.30536727077930975,0.001,3.087590041545264,0.06105113352177607,0.014,6.521325997891278,0.2578932687819095,0.001
9.292892785762978,0.40139045033880294,0.001,1.839450196699244,0.03972593679118235,0.122,3.939135671357132,0.17014416043775174,0.004
6.749254680830909,0.3007717867027852,0.001,2.0102015982463732,0.0447910143363357,0.11,4.185431026685057,0.18651830869454725,0.005
15.533300119245723,0.4668044138829975,0.001,6.648202753007313,0.09989539781207828,0.002,3.9184195061040397,0.11775575742776681,0.006
7.965775641520397,0.3842951238151276,0.001,0.9890283149980977,0.0238569836682167,0.408,2.535973701099421,0.061171841344372736,0.053
7.098510017647107,0.313876935349312,0.001,1.913156926536825,0.04229731531341344,0.104,4.560494947497955,0.20165276575479807,0.003
8.694498602447606,0.34012918546447374,0.001,2.3633105406163484,0.04622640855639195,0.052,5.18618824315106,0.20288392274993525,0.003
13.101261995281586,0.439764774191098,0.001,3.9206385340520002,0.06580124572095614,0.01,4.229940851713497,0.14198471751541414,0.003
8.651869387451242,0.4058860140593622,0.001,0.9498761362477319,0.022280817100110917,0.411,2.3784004220308708,0.055789068460475266,0.064
6.819048020477515,0.3084358759586683,0.001,2.6426030799578277,0.059764471032482225,0.018,4.468129225556442,0.20210025614169552,0.001
9.860735350031685,0.411066649186382,0.001,2.0686821560359703,0.04311880462903987,0.098,2.593090380298534,0.10809873055393728,0.023
8.785983378417704,0.39431876521818093,0.001,1.5845290289955485,0.03555717688362005,0.177,2.7031755477273283,0.12131969732223459,0.041
13.993375174173842,0.5162550131250344,0.001,1.3530003999739257,0.02495799728631068,0.221,2.935672888640696,0.108305239214419,0.028
7.102877814072321,0.2608583548918375,0.001,4.1317582437196965,0.07587091362687867,0.002,8.560111455181714,0.3143763204634423,0.001
5.607163501648328,0.2747097753045045,0.001,1.8346916540905602,0.04494319916835894,0.11,3.386717375682011,0.1659242447665328,0.007
6.74712572872427,0.3013052163608942,0.001,1.7944053030770666,0.04006622225676228,0.127,4.24866504419477,0.18973189352855296,0.007
8.561694970740914,0.33448185907162603,0.001,1.8078569798240764,0.03531399831538514,0.117,6.131265394558508,0.23953166454095057,0.001
12.694404990298903,0.4481402438375225,0.001,2.179295343912089,0.03846694459334975,0.115,4.542805201689491,0.16037095337255022,0.004
6.97056831404467,0.2556754548567049,0.001,4.111403679482963,0.07540167160641362,0.005,8.237075551226376,0.3021300335017921,0.001
6.258272551922282,0.2843848386147912,0.001,3.092048369979751,0.07025354595779992,0.019,3.702054172671041,0.16822662638987965,0.034
13.600645033165854,0.4063917206934227,0.001,2.349361487542252,0.03509984471783958,0.055,8.691510136843911,0.25970516481556427,0.001
8.171712550531069,0.29259650095852663,0.001,2.303492529180234,0.04123944949449068,0.039,8.104805958247884,0.2902008421939698,0.001
12.617497683507843,0.4803438988998713,0.001,2.819586106102073,0.0536703480143791,0.048,2.7403431657465718,0.10432394390520487,0.039
8.170071583792591,0.38755833069613965,0.001,2.4636545325283032,0.05843338263600743,0.064,2.357967054716338,0.05592666882963484,0.046
9.582971375585384,0.3501579346127789,0.001,2.0022502767463615,0.0365807114518561,0.077,6.783472312327451,0.24786536047045793,0.001
10.756393073282606,0.38249256438744506,0.001,2.5925888246709796,0.04609565405404098,0.035,6.069148269565211,0.21581621919709026,0.002
8.197687409945196,0.3995999145934022,0.001,1.8032123778630957,0.04394919421504728,0.11,2.415444043863855,0.11774189297120213,0.027
10.467227279256102,0.3769507557281116,0.001,2.09305150675834,0.03768798203197567,0.089,6.254402675231094,0.22523651700279473,0.002
8.735182816604985,0.3672961175221809,0.002,4.025574863211562,0.08463349016816316,0.016,3.0344287478185614,0.12759136487135653,0.028
10.520959428339202,0.44079151772638836,0.001,1.3338333742567265,0.0279414839225144,0.259,4.3609169436738755,0.09135360759509033,0.008
7.155695977854332,0.34337859471072413,0.001,2.9638824698470017,0.071113543709342,0.021,2.7014485312901027,0.12963373559030048,0.016
6.387495633802262,0.3188989201225407,0.001,1.6343234363441324,0.04079720823784425,0.14,4.6503733711805495,0.11608611036758679,0.007
8.241135823610556,0.32445198708965195,0.001,2.1423349584401428,0.04217166475318477,0.085,6.087867297244573,0.23967820504428222,0.001
11.132287677440507,0.42752876789515154,0.001,1.8272368708414524,0.03508696283633266,0.103,3.4927806689616525,0.13413812678909354,0.006
