F_niche,R2_niche,P_niche,F_season,R2_season,P_nseason,F_interaction,R2_interaction,P_interaction
9.855723226788356,0.35920068463636523,0.001,1.6250923045895544,0.029613974285481,0.164,6.76966058133925,0.24672635986403096,0.001
8.235347789677077,0.381890439365338,0.001,1.5371220046714673,0.03563979401440274,0.181,3.0607781987465374,0.14193473803065665,0.01
9.717253787835263,0.37347214886309477,0.001,2.308689245052802,0.04436598818106341,0.052,5.647085492617557,0.21703962866357543,0.001
10.151575308154515,0.36543931820833575,0.001,2.2634100488074935,0.04073944190699574,0.063,5.995819513417086,0.21583922973248407,0.001
7.92574779369197,0.3265851297775029,0.001,2.430238819975611,0.05006971462325252,0.045,5.1276835386386255,0.2112892357308013,0.002
6.58768478972545,0.32354798328676526,0.001,1.3547415870771355,0.03326843362763465,0.226,4.191420909205471,0.10292886086432866,0.01
8.032336175055347,0.315173231776668,0.001,2.266207171044135,0.04446077843402257,0.051,6.320024629200037,0.24798546075287844,0.002
10.776310860949996,0.42048049855243563,0.001,3.018623139847973,0.05889177563467672,0.032,3.342940363474367,0.13043807373433977,0.013
6.25684063508979,0.25500722463199826,0.001,4.165773104673309,0.08489126540252039,0.008,5.6962076046919234,0.23215775771142438,0.002
6.66140465868349,0.31328027903793515,0.001,2.693500084628454,0.06333652595336178,0.034,2.755247767680688,0.1295769936979393,0.005
13.02090957611386,0.48763575687390154,0.001,1.0407599410559907,0.019488337531806437,0.352,3.160832667666881,0.11837383719160348,0.022
8.225202082448892,0.371518343043318,0.001,2.240258050553828,0.05059431674676934,0.082,2.7940927900865735,0.1262044036458718,0.009
6.0906089421448195,0.29600611084642947,0.001,1.1582440575590645,0.02814556985564011,0.344,3.406225804862211,0.16554398135549156,0.01
4.885437263101532,0.2641734285298665,0.001,2.8715176294511204,0.0776367207686208,0.026,2.67209936936888,0.14449016818005977,0.014
9.0610114205028,0.421572474491927,0.001,1.3862675189014326,0.032248730364067446,0.212,1.47844131142895,0.034392968573016464,0.204
6.999950028791727,0.3399463827657016,0.001,3.2541353384680827,0.07901710246445968,0.023,2.4643178291895436,0.1196774160632993,0.022
9.103731857182904,0.38611086929305943,0.001,1.7822426497570367,0.0377945698304979,0.125,4.083172150017848,0.17317701938603214,0.004
6.8064404571410995,0.29261103931104915,0.001,3.5043263244992895,0.0753260514327268,0.016,4.202447888326875,0.18066457085710744,0.003
6.783680108188364,0.2756537954536177,0.001,3.020634559802022,0.06137150984483559,0.026,6.315422906759447,0.25662623625804687,0.001
7.782407679028997,0.3377317004132686,0.001,3.201948425380377,0.06947718051659739,0.023,4.65978423543435,0.20221979087949066,0.003
5.801707025165024,0.2610923422521704,0.001,3.7012481590233546,0.08328303608785328,0.004,5.068569650664376,0.22809919842903217,0.001
11.93010083405953,0.37101481202976083,0.001,2.871039905604299,0.044643307953720776,0.028,8.289701446210136,0.25780184649134574,0.001
7.9231110310071555,0.32511419771566613,0.001,2.0602126970429615,0.042269027626993146,0.072,5.917022636677731,0.24279706037949864,0.001
9.309142923323657,0.38516244034753816,0.001,3.1130906043908917,0.06440150205482564,0.037,3.303706160194805,0.1366896541746849,0.009
5.275674904611653,0.24545715400759227,0.001,2.728990472286758,0.06348479073793982,0.016,4.353091793050614,0.2025328592029049,0.001
9.36362915605996,0.3686912344983434,0.001,1.3144820888944244,0.025878749361127686,0.273,5.376069785876018,0.21168179271827425,0.002
6.74740546421543,0.3006017408108966,0.001,1.9079182393905716,0.04249956128524688,0.101,4.744964056814318,0.21139154347964906,0.001
8.156989662114093,0.37746952011735335,0.001,0.7099114223949277,0.01642578543294303,0.552,3.0977190562247054,0.14334878111252475,0.008
16.23230107317059,0.4884633820694013,0.001,4.091846254908563,0.061566042040835836,0.02,5.4531328857580945,0.1640960034097613,0.004
16.047302560519494,0.4918691474321018,0.001,3.4158902383580325,0.05235057458804506,0.031,4.869897939410853,0.14926823611044457,0.002
8.505311847495676,0.3414471358227133,0.001,1.8007689567768586,0.03614608221278545,0.128,5.003904473672222,0.2008825638731773,0.003
11.403468658874042,0.4467374279153793,0.001,1.4043428276175796,0.02750796803536943,0.243,3.4204697768686088,0.13399886614249273,0.014
9.50183899738983,0.3664796094338714,0.001,3.869481858330465,0.07462167063354526,0.006,4.490753416950825,0.17320537200851932,0.003
15.770267305335556,0.4550210906362821,0.001,5.94229821544409,0.08572686063357345,0.005,5.9169052117336545,0.17072105440620255,0.002
9.642862034957215,0.3352447994788377,0.001,2.117309902959394,0.036805314194009876,0.08,7.562126923767637,0.2629057343143093,0.001
9.47401457167,0.41756548700078727,0.001,1.8034002667033113,0.03974227107878401,0.128,5.625953858474461,0.12398145184316244,0.001
8.46745594667429,0.3272119707404558,0.001,2.598290326156308,0.05020349107995017,0.039,6.61098499295975,0.2554714712075429,0.001
6.599765533129921,0.312258164161279,0.001,3.119730452767242,0.07380272063976955,0.013,3.4759752569273665,0.16446063832868024,0.004
9.73032659408861,0.4233853339229268,0.001,1.6615044752739172,0.03614763699224908,0.15,3.8422431528507355,0.08359171629814946,0.016
9.760506035438825,0.4538106598334761,0.001,0.691107456085375,0.016066376554821658,0.613,2.803644091372431,0.06517713171962333,0.041
8.865045176430964,0.3501191344002121,0.001,2.324273240893504,0.045897822234157594,0.092,4.792900156419814,0.1892924424676128,0.004
5.078843372496794,0.2861141560032916,0.001,2.409851677380726,0.06787890747927747,0.048,1.9346781994300621,0.054494574804713515,0.109
8.826476291180363,0.29122816936901536,0.001,2.254243827182349,0.03718920673687806,0.055,10.354171508247985,0.34163422799798,0.001
6.703005408412715,0.28854778501331724,0.001,1.2499078735339437,0.026902719482090456,0.289,5.9021805365156546,0.2540742572612056,0.001
11.865596408562675,0.4779115544861802,0.001,1.1973563198671784,0.024113007066742617,0.293,2.3637428694160736,0.09520465640589743,0.057
8.917096575478215,0.34669373842710816,0.001,2.2606418958551564,0.043946501166885574,0.066,5.172967897841214,0.201123265189018,0.002
8.968246569340057,0.35850758852155296,0.001,2.924829760871427,0.05846034987434823,0.033,4.584838518646514,0.18327990743475345,0.004
7.113439294172054,0.32073135101974953,0.001,1.778876604713829,0.040103069213982635,0.1,3.6759311527723497,0.1657406939355185,0.002
9.168531176748123,0.37381173187167627,0.001,1.577650330049617,0.03216132392391222,0.192,4.069779633444499,0.1659296722437003,0.002
5.5061752339867045,0.2819452556602523,0.002,1.1152717031061437,0.028553901038419618,0.317,3.9654241948783393,0.20305066419341336,0.005
9.195745128153037,0.3757058972405855,0.001,3.49247017066917,0.0713450416889047,0.013,3.5339335150224382,0.14438413021966318,0.006
9.017952715080378,0.37996109417215995,0.001,2.9616058214267174,0.06239193218069031,0.042,3.235128851847953,0.13630844352072158,0.005
7.7601615301717874,0.35618811205380524,0.001,0.8225653697968467,0.0188777002237409,0.513,3.615250139848487,0.16593844302186606,0.007
7.999698301789522,0.3257785095794293,0.001,2.7333109962614173,0.05565547280576295,0.032,4.689281598243093,0.19096559800663251,0.003
12.21564221506713,0.37508957803699494,0.001,4.095350254673562,0.0628752533798226,0.006,8.303949066321275,0.25497838725870287,0.001
8.153970427929096,0.3862094130418567,0.001,1.039763742399783,0.02462398828912679,0.361,3.8779385506591812,0.09183847211001281,0.008
11.67444009354775,0.3684456038203839,0.001,2.646551828516122,0.04176261896441994,0.033,8.687938461935138,0.27419154211354274,0.001
7.273370884690334,0.3475254806781569,0.001,1.6254346196061131,0.0388320598828903,0.164,2.8429408669071385,0.13583720766819438,0.027
